Initial Condition
0.000000,4.000000
0.062800,4.062800
0.125600,4.125600
0.188400,4.188400
0.251200,4.251200
0.314000,4.314000
0.376800,4.376800
0.439600,4.439600
0.502400,4.502400
0.565200,4.565200
0.628000,4.628000
0.690800,4.690800
0.753600,4.753600
0.816400,4.816400
0.879200,4.879200
0.942000,4.942000
1.004800,5.004800
1.067600,5.067600
1.130400,5.130400
1.193200,5.193200
1.256000,5.256000
1.318800,5.318800
1.381600,5.381600
1.444400,5.444400
1.507200,5.507200
1.570000,5.570000
1.632800,5.632800
1.695600,5.695600
1.758400,5.758400
1.821200,5.821200
1.884000,5.884000
1.946800,5.946800
2.009600,6.009600
2.072400,6.072400
2.135200,6.135200
2.198000,6.198000
2.260800,6.260800
2.323600,6.323600
2.386400,6.386400
2.449200,6.449200
2.512000,6.512000
2.574800,6.574800
2.637600,6.637600
2.700400,6.700400
2.763200,6.763199
2.826000,6.825995
2.888800,6.888720
2.951600,6.950258
3.014400,6.992035
3.077200,6.722940
3.140000,4.000009
3.202800,1.277063
3.265600,1.007965
3.328400,1.049742
3.391200,1.111280
3.454000,1.174005
3.516800,1.236800
3.579600,1.299600
3.642400,1.362400
3.705200,1.425200
3.768000,1.488000
3.830800,1.550800
3.893600,1.613600
3.956400,1.676400
4.019200,1.739200
4.082000,1.802000
4.144800,1.864800
4.207600,1.927600
4.270400,1.990400
4.333200,2.053200
4.396000,2.116000
4.458800,2.178800
4.521600,2.241600
4.584400,2.304400
4.647200,2.367200
4.710000,2.430000
4.772800,2.492800
4.835600,2.555600
4.898400,2.618400
4.961200,2.681200
5.024000,2.744000
5.086800,2.806800
5.149600,2.869600
5.212400,2.932400
5.275200,2.995200
5.338000,3.058000
5.400800,3.120800
5.463600,3.183600
5.526400,3.246400
5.589200,3.309200
5.652000,3.372000
5.714800,3.434800
5.777600,3.497600
5.840400,3.560400
5.903200,3.623200
5.966000,3.686000
6.028800,3.748800
6.091600,3.811600
6.154400,3.874400
6.217200,3.937200
6.280000,4.000000
At time step 100
0.000000,0.129866,2.778549
0.062800,0.259683,2.822173
0.125600,0.389403,2.865796
0.188400,0.518985,2.909419
0.251200,0.648387,2.953043
0.314000,0.777566,2.996666
0.376800,0.906481,3.040289
0.439600,1.035087,3.083912
0.502400,1.163337,3.127535
0.565200,1.291183,3.171159
0.628000,1.418570,3.214782
0.690800,1.545440,3.258405
0.753600,1.671730,3.302028
0.816400,1.797370,3.345652
0.879200,1.922284,3.389275
0.942000,2.046388,3.432898
1.004800,2.169588,3.476521
1.067600,2.291782,3.520144
1.130400,2.412857,3.563768
1.193200,2.532690,3.607391
1.256000,2.651144,3.651014
1.318800,2.768071,3.694637
1.381600,2.883311,3.738261
1.444400,2.996689,3.781884
1.507200,3.108020,3.825507
1.570000,3.217108,3.869130
1.632800,3.323746,3.912754
1.695600,3.427725,3.956377
1.758400,3.528829,4.000000
1.821200,3.626848,4.043623
1.884000,3.721582,4.087246
1.946800,3.812848,4.130869
2.009600,3.900488,4.174493
2.072400,3.984380,4.218116
2.135200,4.064446,4.261739
2.198000,4.140660,4.305363
2.260800,4.213054,4.348986
2.323600,4.281723,4.392609
2.386400,4.346825,4.436232
2.449200,4.408575,4.479856
2.512000,4.467237,4.523479
2.574800,4.523116,4.567102
2.637600,4.576541,4.610725
2.700400,4.627852,4.654348
2.763200,4.677384,4.697971
2.826000,4.725455,4.741595
2.888800,4.772352,4.785218
2.951600,4.818332,4.828841
3.014400,4.863610,4.872465
3.077200,4.908367,4.916088
3.140000,4.952743,4.959711
3.202800,4.996850,5.003334
3.265600,5.040771,5.046957
3.328400,5.084565,5.090580
3.391200,5.128275,5.134204
3.454000,5.171932,5.177827
3.516800,5.215555,5.221450
3.579600,5.259155,5.265074
3.642400,5.302742,5.308697
3.705200,5.346315,5.352320
3.768000,5.389872,5.395943
3.830800,5.433397,5.439567
3.893600,5.476854,5.483190
3.956400,5.520158,5.526813
4.019200,5.563113,5.570436
4.082000,5.605276,5.614059
4.144800,5.645645,5.657682
4.207600,5.681960,5.701306
4.270400,5.709161,5.744929
4.333200,5.716046,5.788552
4.396000,5.678412,5.832175
4.458800,5.546776,5.875794
4.521600,5.232461,5.919387
4.584400,4.625152,5.962799
4.647200,3.729158,6.004930
4.710000,2.837913,6.038018
4.772800,2.259918,6.008513
4.835600,1.993747,5.597430
4.898400,1.904530,4.000004
4.961200,1.894715,2.402574
5.024000,1.917331,1.991487
5.086800,1.952738,1.961982
5.149600,1.993134,1.995070
5.212400,2.035471,2.037200
5.275200,2.078563,2.080613
5.338000,2.121949,2.124206
5.400800,2.165450,2.167825
5.463600,2.208996,2.211447
5.526400,2.252559,2.255070
5.589200,2.296130,2.298694
5.652000,2.339705,2.342317
5.714800,2.383285,2.385940
5.777600,2.426883,2.429564
5.840400,2.470547,2.473187
5.903200,2.514454,2.516810
5.966000,2.559259,2.560433
6.028800,2.607370,2.604057
6.091600,2.667658,2.647680
6.154400,2.772914,2.691303
6.217200,3.047136,2.734926
6.280000,4.000000,2.778549
