0.000000,1.000000
0.050000,1.001098
0.100000,1.003694
0.150000,1.010282
0.200000,1.025214
0.250000,1.054963
0.300000,1.107113
0.350000,1.187674
0.400000,1.297485
0.450000,1.429671
0.500000,1.570234
0.550000,1.702186
0.600000,1.811149
0.650000,1.889176
0.700000,1.934751
0.750000,1.949572
0.800000,1.934751
0.850000,1.889176
0.900000,1.811149
0.950000,1.702186
1.000000,1.570234
1.050000,1.429671
1.100000,1.297485
1.150000,1.187674
1.200000,1.107113
1.250000,1.054964
1.300000,1.025214
1.350000,1.010285
1.400000,1.003710
1.450000,1.001177
1.500000,1.000326
1.550000,1.000078
1.600000,1.000016
1.650000,1.000003
1.700000,1.000000
1.750000,1.000000
1.800000,1.000000
1.850000,1.000000
1.900000,1.000000
1.950000,1.000000
2.000000,1.000000
