0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000000,0.000013,0.000024,0.000022,-0.000001,-0.000048,-0.000119,-0.000213,-0.000331,-0.000468,-0.000624,-0.000796,-0.000982,-0.001180,-0.001387,-0.001601,-0.001821,-0.002044,-0.002269,-0.002494,-0.002717,-0.002938,-0.003154,-0.003366,-0.003571,-0.003768,-0.003957,-0.004137,-0.004307,-0.004467,-0.004615,-0.004751,-0.004875,-0.004986,-0.005084,-0.005168,-0.005238,-0.005294,-0.005336,-0.005363,-0.005375,-0.005373,-0.005355,-0.005323,-0.005275,-0.005213,-0.005136,-0.005045,-0.004940,-0.004820,-0.004688,-0.004542,-0.004384,-0.004214,-0.004034,-0.003843,-0.003642,-0.003434,-0.003218,-0.002996,-0.002770,-0.002540,-0.002309,-0.002078,-0.001849,-0.001623,-0.001404,-0.001192,-0.000990,-0.000800,-0.000625,-0.000467,-0.000328,-0.000210,-0.000115,-0.000044,0.000002,0.000024,0.000025,0.000013,0.000000,
0.000000,0.000008,0.000008,-0.000019,-0.000083,-0.000188,-0.000335,-0.000525,-0.000754,-0.001020,-0.001319,-0.001648,-0.002002,-0.002378,-0.002771,-0.003178,-0.003595,-0.004018,-0.004445,-0.004872,-0.005297,-0.005716,-0.006128,-0.006530,-0.006920,-0.007295,-0.007655,-0.007998,-0.008321,-0.008624,-0.008906,-0.009166,-0.009401,-0.009613,-0.009799,-0.009959,-0.010092,-0.010199,-0.010278,-0.010329,-0.010351,-0.010346,-0.010312,-0.010250,-0.010159,-0.010040,-0.009894,-0.009720,-0.009519,-0.009291,-0.009039,-0.008761,-0.008461,-0.008138,-0.007794,-0.007431,-0.007051,-0.006654,-0.006245,-0.005824,-0.005395,-0.004960,-0.004521,-0.004083,-0.003649,-0.003221,-0.002804,-0.002402,-0.002019,-0.001657,-0.001323,-0.001019,-0.000750,-0.000519,-0.000329,-0.000182,-0.000078,-0.000016,0.000010,0.000009,0.000000,
0.000000,-0.000007,-0.000031,-0.000096,-0.000212,-0.000384,-0.000612,-0.000897,-0.001235,-0.001623,-0.002057,-0.002530,-0.003039,-0.003577,-0.004140,-0.004721,-0.005317,-0.005922,-0.006531,-0.007141,-0.007748,-0.008347,-0.008935,-0.009509,-0.010065,-0.010602,-0.011116,-0.011606,-0.012068,-0.012502,-0.012905,-0.013276,-0.013613,-0.013915,-0.014180,-0.014409,-0.014600,-0.014751,-0.014864,-0.014936,-0.014968,-0.014960,-0.014911,-0.014821,-0.014691,-0.014520,-0.014310,-0.014061,-0.013773,-0.013448,-0.013086,-0.012690,-0.012260,-0.011799,-0.011307,-0.010789,-0.010246,-0.009680,-0.009096,-0.008496,-0.007883,-0.007263,-0.006638,-0.006013,-0.005393,-0.004783,-0.004188,-0.003613,-0.003064,-0.002546,-0.002064,-0.001625,-0.001232,-0.000891,-0.000605,-0.000377,-0.000207,-0.000092,-0.000028,-0.000006,0.000000,
0.000000,-0.000027,-0.000081,-0.000193,-0.000368,-0.000611,-0.000924,-0.001304,-0.001750,-0.002255,-0.002815,-0.003424,-0.004076,-0.004764,-0.005482,-0.006224,-0.006983,-0.007753,-0.008529,-0.009305,-0.010076,-0.010838,-0.011586,-0.012317,-0.013025,-0.013708,-0.014362,-0.014985,-0.015574,-0.016126,-0.016639,-0.017110,-0.017539,-0.017923,-0.018261,-0.018552,-0.018794,-0.018987,-0.019130,-0.019221,-0.019262,-0.019250,-0.019187,-0.019072,-0.018906,-0.018688,-0.018420,-0.018102,-0.017735,-0.017321,-0.016861,-0.016356,-0.015809,-0.015221,-0.014597,-0.013937,-0.013247,-0.012528,-0.011785,-0.011022,-0.010244,-0.009455,-0.008661,-0.007866,-0.007078,-0.006302,-0.005544,-0.004811,-0.004109,-0.003445,-0.002826,-0.002259,-0.001748,-0.001299,-0.000917,-0.000604,-0.000362,-0.000188,-0.000078,-0.000026,0.000000,
0.000000,-0.000050,-0.000137,-0.000298,-0.000537,-0.000855,-0.001253,-0.001729,-0.002279,-0.002897,-0.003578,-0.004316,-0.005102,-0.005930,-0.006792,-0.007681,-0.008589,-0.009511,-0.010439,-0.011368,-0.012290,-0.013201,-0.014095,-0.014968,-0.015815,-0.016631,-0.017413,-0.018158,-0.018861,-0.019520,-0.020133,-0.020697,-0.021209,-0.021668,-0.022072,-0.022419,-0.022708,-0.022938,-0.023108,-0.023217,-0.023265,-0.023251,-0.023175,-0.023037,-0.022837,-0.022576,-0.022255,-0.021875,-0.021436,-0.020940,-0.020389,-0.019786,-0.019132,-0.018430,-0.017684,-0.016896,-0.016071,-0.015213,-0.014325,-0.013414,-0.012485,-0.011542,-0.010593,-0.009644,-0.008702,-0.007772,-0.006864,-0.005985,-0.005141,-0.004342,-0.003593,-0.002903,-0.002278,-0.001724,-0.001246,-0.000848,-0.000530,-0.000293,-0.000134,-0.000048,0.000000,
0.000000,-0.000073,-0.000193,-0.000406,-0.000709,-0.001103,-0.001587,-0.002157,-0.002810,-0.003538,-0.004335,-0.005194,-0.006107,-0.007066,-0.008062,-0.009089,-0.010137,-0.011199,-0.012268,-0.013336,-0.014397,-0.015445,-0.016473,-0.017477,-0.018450,-0.019389,-0.020288,-0.021143,-0.021952,-0.022710,-0.023414,-0.024062,-0.024650,-0.025178,-0.025641,-0.026040,-0.026372,-0.026636,-0.026831,-0.026955,-0.027010,-0.026993,-0.026905,-0.026746,-0.026516,-0.026215,-0.025846,-0.025408,-0.024903,-0.024333,-0.023700,-0.023006,-0.022255,-0.021448,-0.020590,-0.019685,-0.018737,-0.017751,-0.016731,-0.015684,-0.014616,-0.013532,-0.012441,-0.011349,-0.010263,-0.009193,-0.008145,-0.007129,-0.006152,-0.005224,-0.004352,-0.003545,-0.002809,-0.002152,-0.001580,-0.001095,-0.000702,-0.000401,-0.000190,-0.000071,0.000000,
0.000000,-0.000095,-0.000249,-0.000512,-0.000880,-0.001349,-0.001918,-0.002581,-0.003333,-0.004167,-0.005076,-0.006052,-0.007086,-0.008169,-0.009292,-0.010447,-0.011625,-0.012818,-0.014018,-0.015216,-0.016406,-0.017580,-0.018732,-0.019856,-0.020947,-0.021998,-0.023004,-0.023962,-0.024867,-0.025716,-0.026504,-0.027229,-0.027888,-0.028478,-0.028997,-0.029443,-0.029814,-0.030109,-0.030326,-0.030466,-0.030526,-0.030506,-0.030407,-0.030229,-0.029971,-0.029634,-0.029220,-0.028730,-0.028164,-0.027526,-0.026817,-0.026040,-0.025199,-0.024296,-0.023336,-0.022323,-0.021261,-0.020157,-0.019015,-0.017843,-0.016646,-0.015432,-0.014208,-0.012983,-0.011765,-0.010562,-0.009383,-0.008238,-0.007136,-0.006085,-0.005096,-0.004176,-0.003333,-0.002576,-0.001909,-0.001340,-0.000872,-0.000506,-0.000245,-0.000094,0.000000,
0.000000,-0.000116,-0.000302,-0.000615,-0.001045,-0.001588,-0.002240,-0.002994,-0.003843,-0.004781,-0.005798,-0.006885,-0.008034,-0.009235,-0.010479,-0.011756,-0.013057,-0.014373,-0.015695,-0.017014,-0.018324,-0.019617,-0.020884,-0.022120,-0.023319,-0.024474,-0.025581,-0.026634,-0.027628,-0.028560,-0.029426,-0.030222,-0.030946,-0.031594,-0.032164,-0.032653,-0.033061,-0.033385,-0.033623,-0.033776,-0.033842,-0.033820,-0.033711,-0.033514,-0.033231,-0.032861,-0.032405,-0.031866,-0.031245,-0.030544,-0.029765,-0.028912,-0.027987,-0.026995,-0.025940,-0.024827,-0.023660,-0.022446,-0.021191,-0.019902,-0.018585,-0.017249,-0.015902,-0.014552,-0.013208,-0.011881,-0.010578,-0.009311,-0.008089,-0.006921,-0.005819,-0.004789,-0.003843,-0.002988,-0.002230,-0.001578,-0.001036,-0.000608,-0.000298,-0.000115,0.000000,
0.000000,-0.000137,-0.000352,-0.000713,-0.001203,-0.001818,-0.002551,-0.003393,-0.004337,-0.005375,-0.006496,-0.007692,-0.008952,-0.010266,-0.011624,-0.013017,-0.014435,-0.015867,-0.017305,-0.018739,-0.020162,-0.021565,-0.022940,-0.024282,-0.025582,-0.026834,-0.028034,-0.029175,-0.030253,-0.031263,-0.032202,-0.033064,-0.033848,-0.034550,-0.035167,-0.035697,-0.036138,-0.036489,-0.036747,-0.036913,-0.036984,-0.036960,-0.036842,-0.036629,-0.036321,-0.035921,-0.035427,-0.034843,-0.034170,-0.033410,-0.032567,-0.031642,-0.030640,-0.029565,-0.028422,-0.027215,-0.025950,-0.024634,-0.023272,-0.021873,-0.020444,-0.018993,-0.017529,-0.016061,-0.014599,-0.013153,-0.011732,-0.010348,-0.009011,-0.007731,-0.006518,-0.005384,-0.004336,-0.003386,-0.002540,-0.001807,-0.001193,-0.000705,-0.000347,-0.000135,0.000000,
