-0.072133,-0.072133,-0.072863,-0.072397,-0.071549,-0.069986,-0.067867,-0.065151,-0.061886,-0.058090,-0.053799,-0.049047,-0.043874,-0.038320,-0.032430,-0.026246,-0.019818,-0.013191,-0.006414,0.000462,0.007391,0.014320,0.021201,0.027985,0.034621,0.041062,0.047259,0.053165,0.058736,0.063927,0.068696,0.073004,0.076816,0.080096,0.082825,0.084954,0.086524,0.087376,0.087845,0.087116,0.087116,
-0.076671,-0.076671,-0.077449,-0.076955,-0.076057,-0.074400,-0.072153,-0.069273,-0.065813,-0.061791,-0.057248,-0.052219,-0.046747,-0.040875,-0.034650,-0.028120,-0.021333,-0.014339,-0.007189,0.000065,0.007373,0.014683,0.021942,0.029100,0.036104,0.042905,0.049451,0.055693,0.061583,0.067074,0.072123,0.076686,0.080726,0.084203,0.087097,0.089354,0.091019,0.091922,0.092419,0.091642,0.091642,
-0.081864,-0.081864,-0.082696,-0.082170,-0.081213,-0.079447,-0.077052,-0.073983,-0.070297,-0.066015,-0.061181,-0.055833,-0.050019,-0.043784,-0.037177,-0.030251,-0.023055,-0.015644,-0.008070,-0.000386,0.007353,0.015095,0.022783,0.030366,0.037789,0.044999,0.051943,0.058569,0.064825,0.070661,0.076031,0.080887,0.085189,0.088894,0.091979,0.094387,0.096162,0.097124,0.097653,0.096822,0.096822,
-0.087757,-0.087757,-0.088651,-0.088088,-0.087063,-0.085170,-0.082604,-0.079317,-0.075372,-0.070792,-0.065626,-0.059916,-0.053711,-0.047064,-0.040026,-0.032651,-0.024995,-0.017113,-0.009061,-0.000894,0.007330,0.015557,0.023729,0.031791,0.039686,0.047358,0.054751,0.061811,0.068482,0.074711,0.080447,0.085638,0.090241,0.094207,0.097512,0.100092,0.101996,0.103027,0.103593,0.102700,0.102700,
-0.094398,-0.094398,-0.095364,-0.094758,-0.093655,-0.091616,-0.088855,-0.085319,-0.081077,-0.076159,-0.070615,-0.064493,-0.057848,-0.050735,-0.043211,-0.035334,-0.027162,-0.018753,-0.010167,-0.001462,0.007304,0.016071,0.024783,0.033379,0.041802,0.049992,0.057891,0.065439,0.072578,0.079251,0.085401,0.090973,0.095919,0.100184,0.103741,0.106519,0.108570,0.109680,0.110289,0.109324,0.109324,
-0.101846,-0.101846,-0.102895,-0.102239,-0.101046,-0.098841,-0.095855,-0.092034,-0.087456,-0.082152,-0.076181,-0.069595,-0.062455,-0.054820,-0.046752,-0.038314,-0.029567,-0.020574,-0.011395,-0.002093,0.007273,0.016640,0.025949,0.035139,0.044148,0.052915,0.061377,0.069471,0.077136,0.084308,0.090927,0.096931,0.102266,0.106872,0.110717,0.113722,0.115941,0.117142,0.117801,0.116754,0.116754,
-0.110167,-0.110167,-0.111311,-0.110599,-0.109303,-0.106906,-0.103664,-0.099519,-0.094557,-0.088817,-0.082362,-0.075254,-0.067557,-0.059339,-0.050666,-0.041604,-0.032221,-0.022581,-0.012749,-0.002789,0.007237,0.017265,0.027233,0.037077,0.046734,0.056139,0.065227,0.073930,0.082182,0.089914,0.097060,0.103552,0.109329,0.114324,0.118498,0.121763,0.124175,0.125480,0.126197,0.125054,0.125054,
-0.119437,-0.119437,-0.120691,-0.119913,-0.118499,-0.115883,-0.112347,-0.107831,-0.102434,-0.096198,-0.089199,-0.081503,-0.073184,-0.064316,-0.054971,-0.045220,-0.035135,-0.024784,-0.014235,-0.003553,0.007196,0.017948,0.028637,0.039200,0.049569,0.059678,0.069458,0.078836,0.087743,0.096102,0.103841,0.110884,0.117162,0.122599,0.127149,0.130711,0.133346,0.134771,0.135553,0.134301,0.134301,
-0.129741,-0.129741,-0.131124,-0.130270,-0.128721,-0.125852,-0.121979,-0.117039,-0.111145,-0.104348,-0.096734,-0.088379,-0.079365,-0.069774,-0.059685,-0.049175,-0.038319,-0.027189,-0.015857,-0.004388,0.007149,0.018689,0.030166,0.041513,0.052662,0.063543,0.074085,0.084211,0.093845,0.102905,0.111310,0.118975,0.125822,0.131763,0.136744,0.140649,0.143541,0.145103,0.145962,0.144580,0.144580,
-0.141180,-0.141180,-0.142715,-0.141774,-0.140068,-0.136906,-0.132644,-0.127218,-0.120756,-0.113322,-0.105013,-0.095918,-0.086129,-0.075735,-0.064825,-0.053480,-0.041781,-0.029803,-0.017618,-0.005296,0.007095,0.019490,0.031820,0.044020,0.056019,0.067745,0.079124,0.090075,0.100516,0.110358,0.119510,0.127879,0.135373,0.141890,0.147366,0.151667,0.154857,0.156579,0.157526,0.155992,0.155992,
-0.153870,-0.153870,-0.155584,-0.154541,-0.152652,-0.149149,-0.144438,-0.138449,-0.131338,-0.123178,-0.114084,-0.104157,-0.093503,-0.082221,-0.070405,-0.058147,-0.045528,-0.032629,-0.019522,-0.006278,0.007035,0.020350,0.033602,0.046724,0.059644,0.072291,0.084586,0.096445,0.107780,0.118494,0.128487,0.137650,0.145881,0.153060,0.159109,0.163870,0.167407,0.169316,0.170366,0.168652,0.168652,
-0.167945,-0.167945,-0.169874,-0.168710,-0.166607,-0.162704,-0.157467,-0.150827,-0.142967,-0.133978,-0.123994,-0.113133,-0.101514,-0.089247,-0.076438,-0.063181,-0.049564,-0.035668,-0.021568,-0.007335,0.006966,0.021270,0.035511,0.049625,0.063541,0.077186,0.090480,0.103336,0.115660,0.127346,0.138283,0.148349,0.157423,0.165365,0.172079,0.177378,0.181325,0.183453,0.184626,0.182696,0.182696,
-0.183565,-0.183565,-0.185753,-0.184444,-0.182086,-0.177708,-0.171852,-0.164452,-0.155726,-0.145785,-0.134791,-0.122878,-0.110183,-0.096828,-0.082928,-0.068584,-0.053887,-0.038920,-0.023756,-0.008465,0.006890,0.022246,0.037544,0.052719,0.067704,0.082428,0.096809,0.110757,0.124172,0.136942,0.148941,0.160032,0.170074,0.178901,0.186394,0.192328,0.196762,0.199153,0.200473,0.198282,0.198282,
-0.200917,-0.200917,-0.203424,-0.201938,-0.199272,-0.194323,-0.187732,-0.179436,-0.169701,-0.158665,-0.146519,-0.133420,-0.119525,-0.104969,-0.089875,-0.074351,-0.058491,-0.042376,-0.026080,-0.009666,0.006805,0.023277,0.039695,0.055999,0.072127,0.088010,0.103567,0.118707,0.133327,0.147303,0.160499,0.172757,0.183916,0.193775,0.202189,0.208881,0.213903,0.216611,0.218113,0.215599,0.215599,
-0.220226,-0.220226,-0.223130,-0.221422,-0.218379,-0.212735,-0.205259,-0.195899,-0.184981,-0.172677,-0.159214,-0.144778,-0.129544,-0.113663,-0.097267,-0.080468,-0.063361,-0.046025,-0.028530,-0.010933,0.006713,0.024358,0.041954,0.059451,0.076793,0.093914,0.110738,0.127177,0.143120,0.158439,0.172984,0.186577,0.199028,0.210101,0.219610,0.227217,0.232959,0.236059,0.237788,0.234873,0.234873,
-0.241776,-0.241776,-0.245180,-0.243189,-0.239670,-0.233166,-0.224611,-0.213975,-0.201659,-0.187880,-0.172909,-0.156960,-0.140233,-0.122893,-0.105081,-0.086910,-0.068473,-0.049847,-0.031091,-0.012257,0.006613,0.025481,0.044309,0.063056,0.081676,0.100113,0.118297,0.136141,0.153536,0.170349,0.186416,0.201538,0.215493,0.228002,0.238830,0.247557,0.254195,0.257791,0.259813,0.256389,0.256389,
-0.265903,-0.265903,-0.269943,-0.267575,-0.263443,-0.255855,-0.245971,-0.233789,-0.219812,-0.204309,-0.187604,-0.169946,-0.151558,-0.132618,-0.113272,-0.093633,-0.073790,-0.053809,-0.033742,-0.013626,0.006509,0.026639,0.046739,0.066784,0.086739,0.106561,0.126191,0.145550,0.164532,0.183000,0.200781,0.217655,0.233368,0.247586,0.260017,0.270133,0.277905,0.282147,0.284561,0.280486,0.280486,
-0.293087,-0.293087,-0.297948,-0.295064,-0.290113,-0.281134,-0.269579,-0.255504,-0.239534,-0.222007,-0.203305,-0.183713,-0.163478,-0.142787,-0.121787,-0.100586,-0.079265,-0.057876,-0.036456,-0.015025,0.006403,0.027821,0.049223,0.070600,0.091937,0.113206,0.134364,0.155344,0.176051,0.196350,0.216062,0.234950,0.252726,0.268996,0.283396,0.295265,0.304503,0.309616,0.312572,0.307654,0.307654,
-0.323854,-0.323854,-0.329757,-0.326135,-0.320055,-0.309263,-0.295589,-0.279184,-0.260817,-0.240913,-0.219916,-0.198148,-0.175872,-0.153280,-0.130515,-0.107673,-0.084817,-0.061983,-0.039187,-0.016429,0.006298,0.029010,0.051722,0.074447,0.097192,0.119951,0.142702,0.165398,0.187960,0.210265,0.232138,0.253330,0.273520,0.292257,0.309086,0.323191,0.334355,0.340680,0.344418,0.338425,0.338425,
-0.359251,-0.359251,-0.366465,-0.361747,-0.354041,-0.340822,-0.324402,-0.305081,-0.283800,-0.261084,-0.237435,-0.213211,-0.188679,-0.164029,-0.139386,-0.114826,-0.090388,-0.066084,-0.041902,-0.017817,0.006203,0.030200,0.054216,0.078289,0.102454,0.126733,0.151131,0.175631,0.200181,0.224681,0.248970,0.272803,0.295838,0.317574,0.337448,0.354468,0.368231,0.376323,0.381235,0.373884,0.373884,
-0.400057,-0.400057,-0.408734,-0.402344,-0.392243,-0.375780,-0.355811,-0.332883,-0.308102,-0.282111,-0.255456,-0.228515,-0.201546,-0.174718,-0.148127,-0.121818,-0.095797,-0.070040,-0.044506,-0.019140,0.006124,0.031355,0.056623,0.082000,0.107551,0.133331,0.159382,0.185724,0.212343,0.239181,0.266108,0.292906,0.319227,0.344545,0.368184,0.388984,0.406249,0.416971,0.423700,0.414834,0.414834,
-0.449461,-0.449461,-0.459535,-0.450483,-0.436646,-0.415657,-0.390919,-0.363381,-0.334276,-0.304382,-0.274247,-0.244247,-0.214604,-0.185442,-0.156807,-0.128698,-0.101074,-0.073871,-0.047007,-0.020390,0.006077,0.032499,0.058980,0.085626,0.112537,0.139810,0.167531,0.195769,0.224564,0.253920,0.283764,0.313943,0.344137,0.373851,0.402291,0.428192,0.450387,0.465267,0.474940,0.464643,0.464643,
-0.507704,-0.507704,-0.517922,-0.504707,-0.485213,-0.458235,-0.427435,-0.394369,-0.360269,-0.326035,-0.292155,-0.258969,-0.226617,-0.195155,-0.164559,-0.134764,-0.105673,-0.077172,-0.049137,-0.021435,0.006068,0.033512,0.061035,0.088780,0.116885,0.145492,0.174735,0.204743,0.235623,0.267459,0.300266,0.333999,0.368411,0.403130,0.437272,0.469639,0.498382,0.519611,0.533953,0.523622,0.523622,
-0.587580,-0.587580,-0.594857,-0.574571,-0.545576,-0.509744,-0.470355,-0.429918,-0.389419,-0.349850,-0.311516,-0.274649,-0.239247,-0.205251,-0.172534,-0.140945,-0.110314,-0.080467,-0.051227,-0.022417,0.006139,0.034619,0.063199,0.092059,0.121384,0.151362,0.182188,0.214059,0.247172,0.281723,0.317858,0.355712,0.395196,0.436217,0.477874,0.519375,0.557842,0.589825,0.612252,0.605355,0.605355,
-0.679038,-0.679038,-0.674501,-0.644018,-0.601628,-0.555379,-0.506347,-0.458311,-0.411540,-0.367047,-0.324809,-0.284889,-0.247091,-0.211218,-0.177020,-0.144257,-0.112683,-0.082066,-0.052180,-0.022808,0.006263,0.035241,0.064336,0.093761,0.123737,0.154496,0.186284,0.219369,0.254031,0.290586,0.329326,0.370611,0.414562,0.461538,0.510716,0.562316,0.612135,0.659283,0.693495,0.699888,0.699888,
-0.843261,-0.843261,-0.809205,-0.758893,-0.691453,-0.627191,-0.562366,-0.502440,-0.446212,-0.394454,-0.346522,-0.302135,-0.260777,-0.222032,-0.185479,-0.150748,-0.117498,-0.085419,-0.054225,-0.023650,0.006565,0.036667,0.066905,0.097534,0.128819,0.161044,0.194523,0.229607,0.266694,0.306263,0.348823,0.395080,0.445545,0.501368,0.562121,0.630014,0.699176,0.774446,0.831536,0.871128,0.871128,
-0.977902,-0.977902,-0.881214,-0.811651,-0.719231,-0.642685,-0.567982,-0.502316,-0.442307,-0.388436,-0.339420,-0.294686,-0.253467,-0.215191,-0.179328,-0.145435,-0.113120,-0.082042,-0.051890,-0.022380,0.006756,0.035778,0.064945,0.094520,0.124780,0.156029,0.188601,0.222888,0.259337,0.298520,0.341071,0.387941,0.439924,0.498928,0.564894,0.642844,0.725095,0.828534,0.907949,1.016491,1.016491,
-1.426315,-1.426315,-1.183750,-1.051374,-0.892485,-0.776068,-0.670972,-0.584407,-0.508826,-0.443211,-0.384926,-0.332646,-0.285090,-0.241355,-0.200685,-0.162476,-0.126220,-0.091480,-0.057871,-0.025043,0.007331,0.039567,0.071975,0.104876,0.138608,0.173541,0.210095,0.248768,0.290155,0.335038,0.384369,0.439613,0.502319,0.575887,0.661819,0.770144,0.892987,1.067607,1.214669,1.482546,1.482546,
-1.367318,-1.367318,-0.969977,-0.850161,-0.695842,-0.599962,-0.513853,-0.445707,-0.386778,-0.336219,-0.291561,-0.251681,-0.215498,-0.182275,-0.151406,-0.122415,-0.094905,-0.068539,-0.043022,-0.018085,0.006520,0.031035,0.055698,0.080754,0.106465,0.133118,0.161040,0.190623,0.222340,0.256822,0.294846,0.337663,0.386580,0.444851,0.513748,0.605029,0.709451,0.884804,1.022323,1.452905,1.452905,
-3.077324,-3.077324,-1.944472,-1.580625,-1.242231,-1.040498,-0.881538,-0.760314,-0.659320,-0.573347,-0.497724,-0.430081,-0.368625,-0.312136,-0.259650,-0.210395,-0.163719,-0.119059,-0.075908,-0.033804,0.007691,0.048995,0.090529,0.132717,0.176013,0.220906,0.267952,0.317802,0.371250,0.429332,0.493394,0.565517,0.648404,0.747670,0.868894,1.032853,1.241995,1.603090,1.979607,3.158677,3.158677,
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
