0.000000,1.000000
0.050000,1.000000
0.100000,1.000000
0.150000,1.000000
0.200000,1.000000
0.250000,1.000000
0.300000,1.000000
0.350000,1.000000
0.400000,1.000000
0.450000,1.000000
0.500000,1.000001
0.550000,1.000010
0.600000,1.000072
0.650000,1.000425
0.700000,1.001933
0.750000,1.007015
0.800000,1.020924
0.850000,1.052434
0.900000,1.112304
0.950000,1.208596
1.000000,1.340531
1.050000,1.495157
1.100000,1.650474
1.150000,1.784200
1.200000,1.882677
1.250000,1.944231
1.300000,1.975688
1.350000,1.985357
1.400000,1.976927
1.450000,1.949826
1.500000,-1.879269
1.550000,4421.591309
1.600000,-4419791.500000
1.650000,3743818240.000000
1.700000,-2662264995840.000000
1.750000,1569330852528128.000000
1.800000,-753276240823058430.000000
1.850000,286961170297351310000.000000
1.900000,-83479182060101506000000.000000
1.950000,17421638905867934000000000.000000
2.000000,-2322878208430883200000000000.000000
